probe	gene	location	loc_category
cg24695828	ZNF566	5'UTR	Promoter
cg24697184	TTC22	1stExon	Promoter
cg24697329	ARHGEF4	1stExon;5'UTR	Promoter
cg24697682	SLC25A4	TSS200	Promoter
cg24698622	PPP2CB	TSS1500	Promoter
cg24703717	HLA-F	1stExon;5'UTR	Promoter
cg24705286	JMJD5	1stExon;5'UTR	Promoter
cg24710886	PUM1	TSS1500	Promoter
cg24711626	KIAA1012	1stExon;5'UTR	Promoter
cg24712395	CAPN12	1stExon	Promoter
cg24713204	ZNF471	5'UTR	Promoter
cg24714666	OFD1;TRAPPC2	TSS1500;5'UTR	Promoter
cg24715106	AQP11	1stExon	Promoter
cg24715245	UCHL1	TSS200	Promoter
cg24715735	HPN	TSS200	Promoter
cg24719575	REST	TSS1500	Promoter
cg24719601	PHOX2B	1stExon	Promoter
cg24719984	PPFIA2	TSS1500	Promoter
cg24723331	ST8SIA1	1stExon;5'UTR	Promoter
cg24724583	PLXDC1	Body	Body
cg24727182	AGXT2L1	TSS200	Promoter
cg24727203	PPP1R3B	5'UTR	Promoter
cg24727568	PCBP1	1stExon	Promoter
cg24728447	ITFG1;PHKB	Body;TSS1500;5'UTR	Promoter
cg24730207	PTGES2;PTGES2-AS1	Body;TSS1500	Promoter
cg24731756	RRP8;ILK	TSS1500;1stExon;5'UTR	Promoter
cg24734575	SLC7A9	1stExon;5'UTR	Promoter
cg24735489	PSORS1C1;CDSN	5'UTR;TSS200	Promoter
cg24735937	CLTB	TSS1500	Promoter
cg24737900	FDXR	1stExon;5'UTR	Promoter
cg24738006	PSMA7;SS18L1	Body;TSS1500	Promoter
cg24739326	CHST8	TSS200;5'UTR	Promoter
cg24743283	GNA12	TSS1500	Promoter
cg24744425	RABIF	1stExon	Promoter
cg24745738	EDNRB	TSS1500;5'UTR	Promoter
cg24747396	PHF7;BAP1	TSS1500;1stExon;5'UTR	Promoter
cg24748945	MAP2K2	1stExon	Promoter
cg24749970	TRAK2;STRADB	TSS1500;5'UTR	Promoter
cg24750391	PON3	TSS1500	Promoter
cg24751129	GNMT	Body	Body
cg24754277	DAPK1	Body	Body
cg24758027	SERINC1;PKIB	TSS1500;1stExon;5'UTR	Promoter
cg24759821	PAH	TSS200	Promoter
cg24762359	ATP12A	TSS1500	Promoter
cg24762437	ZZZ3	TSS1500	Promoter
cg24765005	BEX2	1stExon;5'UTR	Promoter
cg24765079	CDH1	Body	Body
cg24765446	WFDC6	1stExon	Promoter
cg24767315	CAPN10	TSS1500	Promoter
cg24768561	AGAP1	TSS1500	Promoter
cg24769045	TIPRL	1stExon;5'UTR	Promoter
cg24770649	KIAA1539	1stExon;5'UTR	Promoter
cg24770850	PLXND1	1stExon	Promoter
cg24774956	SH3KBP1	TSS1500	Promoter
cg24776019	SETD2	Body	Body
cg24777065	FBLN5	1stExon;5'UTR	Promoter
cg24777710	C7orf54;SND1	Body;TSS1500	Promoter
cg24777762	RELT	TSS1500;TSS200	Promoter
cg24777950	CTSG	TSS1500	Promoter
cg24778383	CD70	1stExon	Promoter
cg24779015	MARS	TSS1500	Promoter
cg24779040	TSPYL2	1stExon;5'UTR	Promoter
cg24783979	SEPT5	1stExon;5'UTR	Promoter
cg24789424	BDH1	1stExon;5'UTR	Promoter
cg24792272	MCM4;PRKDC	TSS1500	Promoter
cg24792749	ANKRD27;RGS9BP	TSS200	Promoter
cg24793265	CARD9	TSS1500	Promoter
cg24793470	GOSR1	Body;5'UTR	Promoter
cg24793903	SCRN2	5'UTR	Promoter
cg24794433	DAB2IP	Body	Body
cg24794531	TRPC1	Body	Body
cg24794734	AGL	TSS1500;1stExon;5'UTR	Promoter
cg24794758	LENG1	TSS200	Promoter
cg24794992	OTOA	1stExon	Promoter
cg24796403	FHIT	TSS200	Promoter
cg24797830	COPS6	Body	Body
cg24797967	FLJ39739	TSS200	Promoter
cg24798047	GOLT1A	TSS1500	Promoter
cg24800810	RGS7	TSS1500	Promoter
cg24800887	FANCA	TSS1500	Promoter
cg24801210	PCNP	Body	Body
cg24805239	DFNA5	TSS1500;1stExon;5'UTR	Promoter
cg24808674	RNF11	Body	Body
cg24809640	MED4	TSS1500	Promoter
cg24809768	RARS	Body	Body
cg24812167	SNAPC4	TSS1500	Promoter
cg24812523	AKAP6	5'UTR	Promoter
cg24813163	FLJ30058	1stExon;5'UTR	Promoter
cg24815853	KLK12	TSS1500	Promoter
cg24816455	SEMA3B	Body	Body
cg24816866	PACRG;PARK2	Body;TSS1500	Promoter
cg24817430	MESDC1	1stExon;5'UTR	Promoter
cg24818418	EGF	1stExon	Promoter
cg24818434	SLC25A44	1stExon;5'UTR	Promoter
cg24820250	CLEC2A	1stExon;5'UTR	Promoter
cg24820508	TXNDC6	5'UTR	Promoter
cg24822446	ZFAND3	Body	Body
cg24823993	NHP2L1	TSS200	Promoter
cg24824266	SV2B	5'UTR	Promoter
cg24824840	SHANK1	1stExon	Promoter
cg24825722	ACADVL;DLG4	Body;TSS1500	Promoter
cg24826645	LAMP1	Body	Body
cg24826867	IRF8	5'UTR	Promoter
cg24829483	C1QTNF7	1stExon;5'UTR	Promoter
cg24832140	ZNF114	TSS1500	Promoter
cg24833277	FAM83A	TSS1500	Promoter
cg24834740	PPP1R16B	5'UTR	Promoter
cg24835159	RNF43	1stExon;5'UTR	Promoter
cg24836175	BAT4;CSNK2B	TSS1500;1stExon;5'UTR	Promoter
cg24836583	HOMER3	TSS1500;5'UTR	Promoter
cg24838010	SLC26A11;SGSH	TSS1500;5'UTR	Promoter
cg24841244	CD3D	1stExon;5'UTR	Promoter
cg24844534	C1QTNF1	1stExon;5'UTR	Promoter
cg24845207	DMRTB1	TSS200	Promoter
cg24847163	GABBR1	TSS200	Promoter
cg24847572	HSPA13	TSS200	Promoter
cg24851490	RNASE2	5'UTR	Promoter
cg24854010	WNT5B	TSS200	Promoter
cg24855780	TNKS1BP1	5'UTR	Promoter
cg24856383	SIAH2	1stExon;5'UTR	Promoter
cg24856732	SCO2	5'UTR	Promoter
cg24857117	PSMB5	1stExon;5'UTR	Promoter
cg24857545	GDI1;ATP6AP1	TSS1500;3'UTR	Promoter
cg24858591	KIF15;KIAA1143	Body;TSS1500	Promoter
cg24859228	CAMK1D	1stExon	Promoter
cg24860534	CDC42BPA	TSS1500	Promoter
cg24861272	LOC220930;ZEB1	Body;TSS1500	Promoter
cg24862483	CD300LG	TSS200	Promoter
cg24867501	MIOX	1stExon	Promoter
cg24868271	PLCD1	Body	Body
cg24868525	TRAPPC10	TSS1500	Promoter
cg24870273	DOM3Z;STK19	Body;TSS1500;TSS200	Promoter
cg24870391	CCL11	TSS200	Promoter
cg24871743	DIRAS3	Body	Body
cg24873414	KLHL26	TSS1500	Promoter
cg24874111	ZNF562	1stExon;5'UTR	Promoter
cg24875415	CST4	1stExon	Promoter
cg24877842	TRAK1	Body;1stExon	Promoter
cg24879335	TF	1stExon;5'UTR	Promoter
cg24879595	ARF6	1stExon;5'UTR	Promoter
cg24881834	ME1	TSS1500	Promoter
cg24883276	PSAP	1stExon;5'UTR	Promoter
cg24883732	TCEB3B;KATNAL2	1stExon;5'UTR	Promoter
cg24884084	SPRR1B	TSS1500	Promoter
cg24886748	SLC12A7	Body	Body
cg24887211	C14orf166B	TSS200	Promoter
cg24888049	FES;FURIN	TSS1500;3'UTR	Promoter
cg24889744	SPEF1	1stExon	Promoter
cg24890043	TMEM163	Body	Body
cg24890286	HIPK2	Body	Body
cg24890446	NAP1L4	TSS1500	Promoter
cg24891133	C13orf33	1stExon;5'UTR	Promoter
cg24892074	PIGY	1stExon;5'UTR	Promoter
cg24892510	ZNF415	TSS200	Promoter
cg24896109	CYP51A1	1stExon;TSS200;5'UTR	Promoter
cg24898753	FTH1	TSS1500	Promoter
cg24898863	S100A8	TSS200	Promoter
cg24899750	SNRPB2	TSS1500	Promoter
cg24901042	TMPRSS2	TSS1500	Promoter
cg24901474	RGS5	TSS200	Promoter
cg24903376	STIL	5'UTR	Promoter
cg24903794	EPRS	TSS200	Promoter
cg24904765	STAM2	TSS1500	Promoter
cg24905739	FBXW8	Body	Body
cg24906202	NEO1	Body	Body
cg24906992	UQCC	1stExon	Promoter
cg24907852	ENOSF1	Body;5'UTR	Promoter
cg24908499	DLK2	TSS1500;5'UTR	Promoter
cg24909445	SNORD25;SNORD27;SNORD26;SLC3A2;SNORD28;SNHG1	Body;TSS1500;TSS200	Promoter
cg24909737	EBPL	1stExon	Promoter
cg24909975	WTAP	TSS1500	Promoter
cg24910675	ENG	1stExon;5'UTR	Promoter
cg24911803	EIF3G	TSS200	Promoter
cg24912560	RBMXL2	1stExon	Promoter
cg24914244	QRSL1;RTN4IP1	Body;TSS1500	Promoter
cg24914860	CDK2;SILV	TSS1500;1stExon;5'UTR	Promoter
cg24916177	C13orf15	1stExon;5'UTR	Promoter
cg24917645	C20orf29	1stExon;5'UTR	Promoter
cg24919884	ARHGEF16	Body	Body
cg24920358	PPIE	TSS1500	Promoter
cg24921089	AMPD3	Body	Body
cg24922045	GAS2L2	TSS200	Promoter
cg24923526	SH3GL1	TSS1500	Promoter
cg24924631	BCL2A1	TSS1500	Promoter
cg24924779	KCNG1	TSS1500	Promoter
cg24926042	KRT82	1stExon	Promoter
cg24926276	LRG1	Body	Body
cg24926780	OR10H2	1stExon	Promoter
cg24928161	SHBG	Body;TSS1500	Promoter
cg24928378	RND1	Body	Body
cg24928687	EPHX1	5'UTR;TSS200	Promoter
cg24929737	EFNB2	TSS1500	Promoter
cg24929834	C22orf31	Body	Body
cg24930915	RAB26	Body	Body
cg24934431	CYP17A1	TSS1500	Promoter
cg24935900	RAB11FIP5	TSS1500	Promoter
cg24936630	DDX10	TSS1500	Promoter
cg24937126	LAMB1	Body	Body
cg24937706	RB1	TSS200	Promoter
cg24938727	HHATL	Body;5'UTR	Promoter
cg24939733	CCDC89	TSS1500	Promoter
cg24941797	CAPN10	Body	Body
cg24946133	JUN	1stExon;5'UTR	Promoter
cg24946408	PPP1R15A	1stExon;5'UTR	Promoter
cg24946544	C19orf51	TSS200	Promoter
cg24947394	USP33	5'UTR	Promoter
cg24949049	TDRD3	Body;5'UTR	Promoter
cg24949344	ANO6;PLEKHA9	TSS1500;5'UTR;TSS200	Promoter
cg24949488	DNTT	1stExon	Promoter
cg24951114	HAUS2;LRRC57	Body;TSS1500	Promoter
cg24956866	CALD1	TSS200	Promoter
cg24957950	PAK4	TSS200	Promoter
cg24958765	RAB4B	TSS1500	Promoter
cg24959428	GBP6	5'UTR	Promoter
cg24964364	BCAP31;ABCD1	TSS1500;1stExon	Promoter
cg24964368	FPR2	TSS200	Promoter
cg24965984	GPAM	TSS200	Promoter
cg24968336	KCNK6	TSS1500	Promoter
cg24968786	CCDC87;CCS	Body;TSS1500	Promoter
cg24970539	RPS6KA4	TSS1500	Promoter
cg24971490	UTP23	1stExon	Promoter
cg24974130	RAD50	1stExon;5'UTR	Promoter
cg24974477	PLA2G12A	Body	Body
cg24975222	CDCP1	1stExon	Promoter
cg24975564	PDE3A	1stExon	Promoter
cg24975769	FXC1;ARFIP2	Body;TSS1500	Promoter
cg24975842	GNASAS;GNAS	Body;3'UTR	Body
cg24977027	THNSL2	TSS1500	Promoter
cg24977709	SSSCA1	TSS1500	Promoter
cg24979630	PPP1R12A	TSS1500;TSS200	Promoter
cg24980458	FOXP1	5'UTR	Promoter
cg24980583	SSBP1;FLJ40852	TSS1500;5'UTR	Promoter
cg24981018	ARC	1stExon	Promoter
cg24983959	RTN4RL2	Body	Body
cg24986572	ZNF193	5'UTR	Promoter
cg24986868	PKP4;CCDC148	Body;TSS1500;5'UTR	Promoter
cg24987170	ADCK1	TSS200	Promoter
cg24989962	PTGDR	TSS200	Promoter
cg24990612	PDGFB	TSS200	Promoter
cg24991452	MAPK14	Body	Body
cg24994350	LATS1	5'UTR	Promoter
cg24995240	SPATA1;GNG5	Body;TSS1500	Promoter
cg24995381	GPR141	1stExon	Promoter
cg24995798	ENKUR;THNSL1	TSS1500;5'UTR;1stExon	Promoter
cg24995836	GABRA3	5'UTR	Promoter
cg24997562	OASL	1stExon	Promoter
cg24997944	KCNH8	TSS1500	Promoter
cg24999727	HSD17B13	1stExon	Promoter
cg25000382	LOC652276	Body	Body
cg25003924	ARPP19	TSS1500	Promoter
cg25004981	LASS3	TSS200	Promoter
cg25006823	TMEM229B	TSS1500	Promoter
cg25007250	NOS3	TSS1500	Promoter
cg25007680	PARK7	1stExon;5'UTR	Promoter
cg25010118	DSEL	TSS1500	Promoter
cg25011395	CNTROB;TRAPPC1	Body;TSS1500	Promoter
cg25013053	UNC45B	5'UTR	Promoter
cg25013838	MYO18B	TSS1500	Promoter
cg25013852	PGM1	TSS200	Promoter
cg25014318	GLP1R	Body	Body
cg25017250	APOC4	Body	Body
cg25017304	ARHGEF11	1stExon;5'UTR	Promoter
cg25018329	E2F8	TSS200	Promoter
cg25018755	BIK	5'UTR	Promoter
cg25018881	C9orf6;IKBKAP	Body;TSS1500	Promoter
cg25020204	DBH	TSS1500	Promoter
cg25020459	COL6A1	Body	Body
cg25021182	CELA2B	TSS200	Promoter
cg25021247	NICN1;AMT	3'UTR;TSS200	Promoter
cg25023057	ADIPOR1	1stExon;5'UTR	Promoter
cg25023245	AXIN1	5'UTR	Promoter
cg25023829	HSF2BP	Body	Body
cg25023941	QPRT	TSS1500	Promoter
cg25023994	BANK1	1stExon;5'UTR	Promoter
cg25025866	MCOLN1;PNPLA6	TSS1500;3'UTR	Promoter
cg25026013	TMEM93;TAX1BP3	TSS1500;5'UTR;1stExon	Promoter
cg25026754	PDCD7	1stExon;5'UTR	Promoter
cg25027167	DGAT1	TSS1500	Promoter
cg25027501	GSTM3	Body;5'UTR	Promoter
cg25033144	KIR3DX1	Body	Body
cg25033993	STX1B	TSS1500	Promoter
cg25034557	PACS1	Body	Body
cg25040733	SPRY4	TSS200	Promoter
cg25040783	APPL1	TSS1500	Promoter
cg25041148	ZSCAN22	1stExon;5'UTR	Promoter
cg25042226	PAX8;LOC440839	Body;TSS200	Promoter
cg25043279	C7orf33	TSS1500	Promoter
cg25047001	GRIN2A	TSS1500	Promoter
cg25047102	VKORC1	TSS200	Promoter
cg25047378	IPO13	1stExon;5'UTR	Promoter
cg25048564	HUNK	TSS1500	Promoter
cg25053301	WDR13	Body;1stExon;5'UTR	Promoter
cg25053891	GATC;TRIAP1	Body;TSS1500	Promoter
cg25053900	ARX	1stExon;5'UTR	Promoter
cg25054311	SLC26A2	5'UTR	Promoter
cg25055403	NEDD8;GMPR2	Body;TSS1500	Promoter
cg25055477	NUDT3	TSS1500	Promoter
cg25057743	PTH2R	TSS200	Promoter
cg25058957	RAX2	Body	Body
cg25059428	UBA1	TSS200	Promoter
cg25059436	CUGBP1	TSS1500	Promoter
cg25059792	EIF3G	Body	Body
cg25059899	BCL2	Body	Body
cg25060020	SERTAD1	TSS1500	Promoter
cg25060573	CCND1	Body	Body
cg25061755	STON1-GTF2A1L;STON1	Body;1stExon	Promoter
cg25063710	BRWD3	Body	Body
cg25066857	GNLY	1stExon;5'UTR	Promoter
cg25067197	SLC39A11	5'UTR	Promoter
cg25068445	TRAF2	TSS1500	Promoter
cg25070010	MYRIP	TSS1500	Promoter
cg25070480	PPHLN1;ZCRB1	TSS200;5'UTR	Promoter
cg25070637	SDC2	TSS200	Promoter
cg25071429	TEX13B	Body	Body
cg25072179	APLNR	TSS200	Promoter
cg25072962	MS4A15	5'UTR	Promoter
cg25076881	OR10J1	1stExon	Promoter
cg25077654	PSMG1	1stExon;5'UTR	Promoter
cg25083781	HM13	1stExon;5'UTR	Promoter
cg25084220	MARCH3	1stExon;5'UTR	Promoter
cg25084525	NIPAL1	Body	Body
cg25085950	ATP5J;GABPA	TSS1500;5'UTR	Promoter
cg25086702	HMGB2	TSS1500;5'UTR;TSS200;1stExon	Promoter
cg25086957	DCAF12L1	1stExon	Promoter
cg25087423	CXCR5	TSS200	Promoter
cg25089231	UST	TSS1500	Promoter
cg25092328	PXMP4	1stExon;5'UTR	Promoter
cg25092540	NUP188;DOLK	TSS1500;1stExon	Promoter
cg25093045	C4orf50	TSS1500	Promoter
cg25094569	WT1	Body	Body
cg25094927	RANGAP1	1stExon;5'UTR	Promoter
cg25095380	PRDM5	Body	Body
cg25095612	NFKB2	5'UTR	Promoter
cg25095814	CASP8	TSS200	Promoter
cg25096582	CFL2	Body;TSS1500;1stExon;TSS200;5'UTR	Promoter
cg25097436	RTN1	Body	Body
cg25097676	ARHGAP19	Body	Body
cg25098095	VTA1	TSS200	Promoter
cg25098401	LCE2B	TSS200	Promoter
cg25098644	SUZ12	TSS1500	Promoter
cg25100404	AP1S2	TSS1500	Promoter
cg25101056	KCNG4	TSS1500	Promoter
cg25101936	ZBTB16	TSS1500	Promoter
cg25103286	PBRM1	Body	Body
cg25104030	RASGEF1A	5'UTR	Promoter
cg25104511	RAPGEFL1	TSS1500	Promoter
cg25106358	CLDN20;TFB1M	Body;1stExon;5'UTR	Promoter
cg25107791	CLPS	Body	Body
cg25107978	MBD6	TSS200	Promoter
cg25110234	C21orf58;PCNT	Body;TSS1500	Promoter
cg25111781	MRPS16	TSS200	Promoter
cg25112044	CDK7	Body	Body
cg25112191	RORC	1stExon;5'UTR	Promoter
cg25115460	TP73	Body;TSS200	Promoter
cg25117976	UGDH	TSS200	Promoter
cg25118574	PSMB7	1stExon	Promoter
cg25119415	MNDA	TSS1500	Promoter
cg25122941	VPS39	1stExon	Promoter
cg25123470	KCNIP2	TSS200	Promoter
cg25124030	MRPL48	TSS1500	Promoter
cg25124223	NUP43	1stExon	Promoter
cg25124433	KRT20	1stExon	Promoter
cg25125453	SPTLC3	1stExon;5'UTR	Promoter
cg25126052	INTS4	Body	Body
cg25126812	ACTN1	1stExon;5'UTR	Promoter
cg25130333	CD99L2	TSS1500	Promoter
cg25131727	PTS	1stExon	Promoter
cg25132078	PFDN1	Body	Body
cg25133016	PIP4K2C	TSS1500	Promoter
cg25134071	KLK8;KLK9	TSS1500;3'UTR	Promoter
cg25136045	SDCCAG10;SFRS12IP1	TSS1500;1stExon;5'UTR	Promoter
cg25136310	RPL36	Body;1stExon	Promoter
cg25136687	REV3L	TSS1500	Promoter
cg25138936	SNORD42B;RPL23A	TSS1500;TSS200	Promoter
cg25139619	MIR17HG	TSS1500	Promoter
cg25140370	IRF4	TSS1500	Promoter
cg25140501	ACIN1;C14orf119	1stExon;TSS200;5'UTR	Promoter
cg25140571	OXTR	TSS200	Promoter
cg25141490	IL17B	TSS1500	Promoter
cg25141674	C6orf155	TSS1500	Promoter
cg25141720	GAS1	1stExon;5'UTR	Promoter
cg25141995	VDAC1	TSS1500	Promoter
cg25145670	HOXB4	Body	Body
cg25148589	GRIA2	1stExon;5'UTR	Promoter
cg25149155	BCL2L2	TSS1500	Promoter
cg25149927	SSH1	Body	Body
cg25151295	IPO5	TSS200	Promoter
cg25151806	ELOVL2	TSS1500	Promoter
cg25152348	LMF2;NCAPH2	TSS1500;1stExon;5'UTR	Promoter
cg25152631	SLC25A36	Body	Body
cg25152942	MIA	TSS1500	Promoter
cg25153340	RTKN2	TSS1500	Promoter
cg25156443	SFRP5	TSS200	Promoter
cg25157408	HAO1	1stExon	Promoter
cg25157874	QKI	TSS1500	Promoter
cg25159539	FEM1B	1stExon	Promoter
cg25159610	PLK2	TSS1500	Promoter
cg25160554	ARL6	TSS1500	Promoter
cg25162301	AHSG	TSS1500	Promoter
cg25162794	ANKRD23	TSS200	Promoter
cg25163476	IGF2;IGF2AS;INS-IGF2	Body;TSS1500;TSS200;5'UTR	Promoter
cg25166896	C22orf25	5'UTR	Promoter
cg25167447	NAV1	TSS1500	Promoter
cg25167643	PTPRZ1	1stExon;5'UTR	Promoter
cg25167838	SHH	TSS200	Promoter
cg25169784	UGGT2	TSS1500	Promoter
cg25171089	ASB13	TSS1500	Promoter
cg25172835	IGDCC3	TSS1500	Promoter
cg25173010	TXNIP	TSS1500	Promoter
cg25174591	DNAH9	TSS200	Promoter
cg25176823	FSCN1	1stExon	Promoter
cg25177139	SLC10A6	1stExon	Promoter
cg25177452	TMEM171	5'UTR	Promoter
cg25178645	RUNX3	Body	Body
cg25179291	FNBP1	TSS1500	Promoter
cg25179963	NT5DC1	1stExon	Promoter
cg25181284	GPD1	TSS1500	Promoter
cg25181693	ALDH5A1	Body	Body
cg25182523	FAM129A	TSS1500	Promoter
cg25182621	CHRD	TSS1500	Promoter
cg25186143	FAM57A	TSS1500	Promoter
cg25189085	STAC3	5'UTR	Promoter
cg25191725	PYY2	Body	Body
cg25192419	DOCK5	1stExon;5'UTR	Promoter
cg25193494	DEF8	Body;5'UTR	Promoter
cg25194415	KIAA0232	TSS1500	Promoter
cg25195673	GFPT1	TSS1500	Promoter
cg25198545	ACTL6A	TSS200	Promoter
cg25201363	LRPAP1	TSS1500	Promoter
cg25201980	ZNF250	TSS1500	Promoter
cg25202404	PXMP3	TSS1500	Promoter
cg25203561	RELB;SFRS16	TSS1500;3'UTR	Promoter
cg25203980	ACAP3	Body	Body
cg25206802	SACS	Body	Body
cg25211525	C6orf145	1stExon	Promoter
cg25214346	NR1I3	1stExon;5'UTR	Promoter
cg25215340	CDKN1C	TSS200	Promoter
cg25217357	C12orf61	TSS1500	Promoter
cg25217765	GJA10	1stExon	Promoter
cg25218351	TRIM54	TSS200	Promoter
cg25219047	DOHH	1stExon;5'UTR;TSS200	Promoter
cg25219134	BRP44;DCAF6	Body;TSS1500	Promoter
cg25219333	ARFIP2;FXC1	Body;TSS1500	Promoter
cg25221254	ACER1	1stExon	Promoter
cg25221625	CRYBB3	5'UTR	Promoter
cg25225073	KCNK13	Body	Body
cg25226014	CXCR6;FYCO1	Body;TSS200	Promoter
cg25226891	ZMYM3;BCYRN1	Body;TSS200;5'UTR	Promoter
cg25227148	ZNF271;ZNF397OS	Body;TSS1500	Promoter
cg25228126	FZD2	1stExon	Promoter
cg25229015	WDR61	5'UTR	Promoter
cg25229172	AMDHD1;CCDC38	TSS1500;5'UTR	Promoter
cg25229706	SAMD8	5'UTR	Promoter
cg25230532	GALT	TSS200	Promoter
cg25232934	ERI1	TSS200	Promoter
cg25234611	VWA1	Body	Body
cg25239996	CD40	TSS200	Promoter
cg25241845	CTSA;NEURL2	1stExon;5'UTR	Promoter
cg25242557	PAX6	TSS1500;5'UTR	Promoter
cg25243721	TMEM167A;XRCC4	1stExon;TSS200;5'UTR	Promoter
cg25245322	OBFC2B	1stExon;5'UTR	Promoter
cg25248094	SH2D1A	1stExon;5'UTR	Promoter
cg25249068	BFSP2	1stExon	Promoter
cg25250358	PLOD2	1stExon;5'UTR	Promoter
cg25250998	GSTO2	TSS1500	Promoter
cg25251635	POP7	TSS1500	Promoter
cg25255679	RHPN1;C8orf51	TSS200	Promoter
cg25255854	IRF2	TSS1500	Promoter
cg25256723	F5	TSS200	Promoter
cg25257360	CXorf23	Body	Body
cg25258291	FARP1	1stExon;5'UTR	Promoter
cg25261329	RAD51AP1;C12orf4	TSS1500;1stExon;5'UTR	Promoter
cg25261908	TRPM4	TSS200	Promoter
cg25263140	AIM1	TSS200	Promoter
cg25263559	C19orf56;MORG1	Body;TSS1500	Promoter
cg25264554	XRN1	1stExon;5'UTR	Promoter
cg25266232	DCC	1stExon;5'UTR	Promoter
cg25267732	CCDC112	TSS1500;TSS200	Promoter
cg25268451	GNASAS;GNAS	Body;TSS1500	Promoter
cg25268678	PLEKHG6	TSS200;5'UTR	Promoter
cg25268718	PSME1	TSS1500	Promoter
cg25270201	WWC3	5'UTR	Promoter
cg25270252	NEK11;ASTE1	1stExon;5'UTR;TSS200	Promoter
cg25274750	HIPK2	Body	Body
cg25276849	TFRC	1stExon;5'UTR	Promoter
cg25282410	MRPL18;TCP1	TSS1500;TSS200	Promoter
cg25282780	AK3	TSS1500	Promoter
cg25284492	H6PD	5'UTR	Promoter
cg25287375	OSTF1;C9orf95	TSS1500;1stExon	Promoter
cg25288155	PLEKHB1	TSS1500;1stExon;5'UTR	Promoter
cg25290938	ARHGAP22	TSS200	Promoter
cg25291907	MIB1	1stExon	Promoter
cg25298754	CD96;ZBED2	Body;5'UTR	Promoter
cg25299176	YWHAE	Body;1stExon	Promoter
cg25299676	MET	5'UTR	Promoter
cg25300386	COL1A2	1stExon;5'UTR	Promoter
cg25301180	ERC2	5'UTR	Promoter
cg25302370	C6orf165	TSS200	Promoter
cg25302419	CTNND2	1stExon;5'UTR	Promoter
cg25303383	BCO2	TSS1500;1stExon	Promoter
cg25304860	C14orf166	Body	Body
cg25306927	VSNL1	TSS200	Promoter
cg25307641	SURF1;SURF2	Body;TSS1500	Promoter
cg25307902	SNAP25	TSS1500	Promoter
cg25308542	MIR17HG	Body	Body
cg25309588	ATP8A1	TSS1500	Promoter
cg25310567	GALNTL5	Body;5'UTR	Promoter
cg25313204	SLC22A3	TSS1500	Promoter
cg25315362	LSAMP	TSS200	Promoter
cg25316166	USP11	TSS200	Promoter
cg25316898	C18orf21	Body	Body
cg25317260	AIFM1	TSS1500	Promoter
cg25323711	CLGN	TSS1500	Promoter
cg25324046	SRPK1	TSS200	Promoter
cg25325612	VPS35;ORC6L	TSS1500;TSS200	Promoter
cg25327013	ANG;RNASE4	TSS1500	Promoter
cg25327247	SH3GL1	Body	Body
cg25329939	RAP2A	TSS1500	Promoter
cg25332298	ELAVL3	TSS1500	Promoter
cg25336198	INS-IGF2;INS	TSS200	Promoter
cg25336579	PSAT1	Body	Body
cg25340056	DPH1	1stExon	Promoter
cg25340403	LYPD3	1stExon	Promoter
cg25341032	ADD3	5'UTR	Promoter
cg25341653	ELMO3	1stExon	Promoter
cg25341726	IL27	TSS200	Promoter
cg25344367	IRGC	5'UTR	Promoter
cg25344639	SEC14L1	1stExon;5'UTR	Promoter
cg25344672	C9orf171	TSS1500	Promoter
cg25345005	KTELC1	Body;1stExon	Promoter
cg25345738	PWP1	TSS1500	Promoter
cg25346576	CCDC55;MIR423	TSS1500;5'UTR;1stExon	Promoter
cg25346972	COX16	1stExon	Promoter
cg25349574	CAMTA2	TSS1500	Promoter
cg25350411	PLAGL1;HYMAI	Body;5'UTR	Promoter
cg25351036	NIPAL1	TSS1500	Promoter
cg25352650	RRS1	TSS200	Promoter
cg25355065	ARL3;SFXN2	Body;TSS1500	Promoter
cg25355803	MARVELD1	TSS1500	Promoter
cg25356214	POU6F1	TSS1500	Promoter
cg25356886	CRYGD	Body	Body
cg25358289	CD14	1stExon;5'UTR	Promoter
cg25358938	TMEM66	TSS1500	Promoter
cg25359581	DYNLT3	1stExon;5'UTR	Promoter
cg25361106	TLX2	TSS1500	Promoter
cg25361844	SIPA1	TSS1500	Promoter
cg25363317	GTF2F1	1stExon;5'UTR	Promoter
cg25363445	ALX4	Body	Body
cg25366404	MOCS1	Body;1stExon;5'UTR	Promoter
cg25368212	SSX1	TSS1500	Promoter
cg25368651	DNHD1	TSS1500	Promoter
cg25371038	TOP3B	1stExon;5'UTR	Promoter
cg25371088	MRPL24	1stExon;5'UTR	Promoter
cg25371182	CTNS;SHPK	1stExon;5'UTR;TSS200	Promoter
cg25371560	MED18	TSS200	Promoter
cg25372103	DLL1	1stExon;5'UTR	Promoter
cg25372135	DARS2;CENPL	TSS1500;TSS200;5'UTR;1stExon	Promoter
cg25372195	DCD	TSS200	Promoter
cg25372693	B4GALT4	TSS1500	Promoter
cg25375711	TRMT12	1stExon;5'UTR	Promoter
cg25375764	ALDH5A1	TSS1500	Promoter
cg25376316	CA5B	5'UTR	Promoter
cg25377358	SEC23IP	TSS1500	Promoter
cg25378769	C3orf37	5'UTR	Promoter
cg25384157	ARRDC1	TSS1500	Promoter
cg25384595	LILRA1	1stExon;5'UTR	Promoter
